sceneId,sceneType,sectionFromVisualAssetFolder,proposal,reviewReasons,mediaEvidence,authoredActions
2270,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2270,""comparators"":[],""fileName"":""GameDB/Deck2/ednNdecoPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":227004,""param2"":2240,""param3"":-1,""rectBottom"":250,""rectLeft"":2981,""rectRight"":3141,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":227003,""param2"":2230,""param3"":-1,""rectBottom"":250,""rectLeft"":3450,""rectRight"":104,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":227006,""param2"":1010,""param3"":-1,""rectBottom"":250,""rectLeft"":482,""rectRight"":832,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":227008,""param2"":1030,""param3"":-1,""rectBottom"":250,""rectLeft"":2278,""rectRight"":2596,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":227002,""param2"":227002,""param3"":-1,""rectBottom"":250,""rectLeft"":1282,""rectRight"":1727,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2280,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2280,""comparators"":[],""fileName"":""GameDB/Deck2/ednSWdorPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":228001,""param2"":2170,""param3"":-1,""rectBottom"":250,""rectLeft"":3200,""rectRight"":3404,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":228002,""param2"":2290,""param3"":-1,""rectBottom"":250,""rectLeft"":1338,""rectRight"":1665,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":228003,""param2"":2230,""param3"":-1,""rectBottom"":250,""rectLeft"":2242,""rectRight"":2573,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2281,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2281,""comparators"":[],""fileName"":""GameDB/Deck2/dkSWednPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":228102,""param2"":2231,""param3"":-1,""rectBottom"":250,""rectLeft"":1452,""rectRight"":1561,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":228101,""param2"":2170,""param3"":-1,""rectBottom"":250,""rectLeft"":3126,""rectRight"":3472,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2290,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2290,""comparators"":[],""fileName"":""GameDB/Deck2/ednNWdorPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":229001,""param2"":2280,""param3"":-1,""rectBottom"":250,""rectLeft"":3202,""rectRight"":3408,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":229002,""param2"":2390,""param3"":-1,""rectBottom"":250,""rectLeft"":1449,""rectRight"":1555,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2291,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2291,""comparators"":[],""fileName"":""GameDB/Deck2/dkNWednPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":229101,""param2"":2231,""param3"":-1,""rectBottom"":250,""rectLeft"":3203,""rectRight"":3405,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":1032,""testType"":0,""value"":1}],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":1032,""param2"":-1,""param3"":0,""rectBottom"":250,""rectLeft"":1289,""rectRight"":1707,""rectTop"":-250,""type"":3},{""castId"":0,""comparators"":[{""gameStateId"":1032,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":229112,""param2"":229112,""param3"":-1,""rectBottom"":250,""rectLeft"":1289,""rectRight"":1707,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":229102,""param2"":229102,""param3"":-1,""rectBottom"":250,""rectLeft"":1289,""rectRight"":1707,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2300,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2300,""comparators"":[],""fileName"":""GameDB/Deck2Bth/middkEdrPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[{""gameStateId"":1032,""testType"":0,""value"":0}],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":1032,""param2"":2,""param3"":2,""rectBottom"":250,""rectLeft"":1464,""rectRight"":1621,""rectTop"":-250,""type"":9},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":230002,""param2"":2310,""param3"":-1,""rectBottom"":250,""rectLeft"":1464,""rectRight"":1621,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":1032,""testType"":0,""value"":0}],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":1032,""param2"":2,""param3"":2,""rectBottom"":250,""rectLeft"":3117,""rectRight"":3474,""rectTop"":-250,""type"":9},{""castId"":0,""comparators"":[{""gameStateId"":600,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":230001,""param2"":2260,""param3"":-1,""rectBottom"":250,""rectLeft"":3117,""rectRight"":3474,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":600,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":230005,""param2"":2261,""param3"":-1,""rectBottom"":250,""rectLeft"":3117,""rectRight"":3474,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2310,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2310,""comparators"":[],""fileName"":""GameDB/Deck2Bth/middkEPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":231001,""param2"":2300,""param3"":-1,""rectBottom"":250,""rectLeft"":3234,""rectRight"":3372,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":805,""param2"":0,""param3"":-1,""rectBottom"":250,""rectLeft"":1584,""rectRight"":1812,""rectTop"":-250,""type"":3},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":231002,""param2"":1110,""param3"":-1,""rectBottom"":250,""rectLeft"":1584,""rectRight"":1812,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":600,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":231005,""param2"":231005,""param3"":-1,""rectBottom"":250,""rectLeft"":478,""rectRight"":716,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":600,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":231003,""param2"":2320,""param3"":-1,""rectBottom"":250,""rectLeft"":478,""rectRight"":716,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2320,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2320,""comparators"":[],""fileName"":""GameDB/Deck2/lanEPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":232003,""param2"":2330,""param3"":-1,""rectBottom"":250,""rectLeft"":507,""rectRight"":712,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":232004,""param2"":232004,""param3"":-1,""rectBottom"":250,""rectLeft"":2188,""rectRight"":2596,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":232002,""param2"":2410,""param3"":4200,""rectBottom"":250,""rectLeft"":1341,""rectRight"":1635,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":232001,""param2"":2350,""param3"":3300,""rectBottom"":250,""rectLeft"":3178,""rectRight"":3490,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2321,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2321,""comparators"":[],""fileName"":""GameDB/Deck2/dklanEPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":232103,""param2"":2331,""param3"":-1,""rectBottom"":250,""rectLeft"":507,""rectRight"":712,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":232104,""param2"":2310,""param3"":-1,""rectBottom"":250,""rectLeft"":2188,""rectRight"":2596,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2330,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2330,""comparators"":[],""fileName"":""GameDB/Deck2/landgPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":805,""param2"":0,""param3"":-1,""rectBottom"":250,""rectLeft"":3160,""rectRight"":3464,""rectTop"":-250,""type"":2},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":233001,""param2"":3710,""param3"":-1,""rectBottom"":250,""rectLeft"":3160,""rectRight"":3464,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":233004,""param2"":2320,""param3"":-1,""rectBottom"":250,""rectLeft"":2270,""rectRight"":2458,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":233003,""param2"":2370,""param3"":-1,""rectBottom"":250,""rectLeft"":549,""rectRight"":698,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2331,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2331,""comparators"":[],""fileName"":""GameDB/Deck2/dklandgPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":805,""param2"":0,""param3"":-1,""rectBottom"":250,""rectLeft"":3160,""rectRight"":3464,""rectTop"":-250,""type"":2},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":233101,""param2"":3711,""param3"":-1,""rectBottom"":250,""rectLeft"":3160,""rectRight"":3464,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":233102,""param2"":2321,""param3"":-1,""rectBottom"":250,""rectLeft"":2194,""rectRight"":2617,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":233103,""param2"":2371,""param3"":-1,""rectBottom"":250,""rectLeft"":549,""rectRight"":698,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2350,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2350,""comparators"":[],""fileName"":""GameDB/Deck2/decoSdorPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":235003,""param2"":2320,""param3"":1500,""rectBottom"":250,""rectLeft"":2207,""rectRight"":2513,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":235002,""param2"":2370,""param3"":1500,""rectBottom"":250,""rectLeft"":516,""rectRight"":793,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":235001,""param2"":2270,""param3"":-1,""rectBottom"":250,""rectLeft"":3094,""rectRight"":3539,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":235010,""param2"":235010,""param3"":-1,""rectBottom"":250,""rectLeft"":2643,""rectRight"":2770,""rectTop"":-250,""type"":1},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2370,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2370,""comparators"":[],""fileName"":""GameDB/Deck2/lanWPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":237004,""param2"":2330,""param3"":-1,""rectBottom"":250,""rectLeft"":2254,""rectRight"":2465,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":237003,""param2"":2380,""param3"":-1,""rectBottom"":250,""rectLeft"":378,""rectRight"":835,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":615,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":237050,""param2"":237050,""param3"":2400,""rectBottom"":250,""rectLeft"":1311,""rectRight"":1706,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":237002,""param2"":2410,""param3"":2400,""rectBottom"":250,""rectLeft"":1311,""rectRight"":1706,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":237001,""param2"":2350,""param3"":3300,""rectBottom"":250,""rectLeft"":3110,""rectRight"":3491,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2371,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2371,""comparators"":[],""fileName"":""GameDB/Deck2/dklanWPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":237101,""param2"":2331,""param3"":-1,""rectBottom"":250,""rectLeft"":2307,""rectRight"":2465,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":237103,""param2"":2380,""param3"":-1,""rectBottom"":250,""rectLeft"":378,""rectRight"":835,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2380,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2380,""comparators"":[],""fileName"":""GameDB/Deck2Bth/middkWPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":238001,""param2"":2390,""param3"":-1,""rectBottom"":250,""rectLeft"":3234,""rectRight"":3372,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":615,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10003,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":238050,""param2"":238050,""param3"":-1,""rectBottom"":250,""rectLeft"":456,""rectRight"":1119,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":805,""param2"":2,""param3"":-1,""rectBottom"":250,""rectLeft"":1178,""rectRight"":1410,""rectTop"":-250,""type"":9},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":238002,""param2"":1150,""param3"":-1,""rectBottom"":250,""rectLeft"":1178,""rectRight"":1410,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":600,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":238005,""param2"":2371,""param3"":-1,""rectBottom"":250,""rectLeft"":2269,""rectRight"":2553,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":600,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":238004,""param2"":2370,""param3"":-1,""rectBottom"":250,""rectLeft"":2269,""rectRight"":2553,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
2390,1,ship,existing-panorama,,"[{""kind"":""PanoCast"",""castId"":2390,""comparators"":[],""fileName"":""GameDB/Deck2Bth/middkWdrPAN"",""initiallyEnabled"":true}]","[{""castId"":0,""comparators"":[{""gameStateId"":1032,""testType"":0,""value"":0}],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":1032,""param2"":2,""param3"":2,""rectBottom"":250,""rectLeft"":1464,""rectRight"":1621,""rectTop"":-250,""type"":9},{""castId"":0,""comparators"":[],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":239002,""param2"":2380,""param3"":-1,""rectBottom"":250,""rectLeft"":1464,""rectRight"":1621,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":1032,""testType"":0,""value"":0}],""cursorShapeWhenActive"":0,""defaultPass"":true,""gesture"":2,""initiallyEnabled"":true,""param1"":1032,""param2"":2,""param3"":2,""rectBottom"":250,""rectLeft"":3117,""rectRight"":3474,""rectTop"":-250,""type"":9},{""castId"":0,""comparators"":[{""gameStateId"":600,""testType"":0,""value"":1}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":239001,""param2"":2290,""param3"":-1,""rectBottom"":250,""rectLeft"":3117,""rectRight"":3474,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":600,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10001,""defaultPass"":false,""gesture"":2,""initiallyEnabled"":true,""param1"":239005,""param2"":2291,""param3"":-1,""rectBottom"":250,""rectLeft"":3117,""rectRight"":3474,""rectTop"":-250,""type"":0},{""castId"":0,""comparators"":[{""gameStateId"":860,""testType"":0,""value"":0},{""gameStateId"":862,""testType"":0,""value"":0},{""gameStateId"":861,""testType"":0,""value"":0},{""gameStateId"":863,""testType"":0,""value"":0}],""cursorShapeWhenActive"":10012,""defaultPass"":false,""gesture"":5,""initiallyEnabled"":false,""param1"":0,""param2"":0,""param3"":-1,""rectBottom"":0,""rectLeft"":0,""rectRight"":0,""rectTop"":0,""type"":0}]"
